SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
6.452466753104436,2.3356172339601047,4.152881494174739,1.13327337167629,Iris-versicolor
6.390214181941559,2.5202070425312737,5.350007404506157,1.3742460026212433,Iris-virginica
6.985481772755707,3.4316472013723653,6.060529856695193,2.7206746370785653,Iris-virginica
5.5603325016435505,2.6502498822187444,3.302767260045959,1.5472838716899875,Iris-versicolor
6.595907465360174,2.460923984917886,4.367968424756039,1.4032901267017936,Iris-versicolor
5.082380927384166,2.9872213295744623,3.8528719721096016,1.4731501402582245,Iris-versicolor
5.5643768239042695,3.463758698752484,1.207055398074421,0.11122850079262653,Iris-setosa
5.470897413071659,2.7715236450256437,4.5271348373772,1.4349024174873348,Iris-versicolor
5.40720755870778,2.378760221224463,4.275521962162713,1.3169579414198571,Iris-versicolor
6.064622393795027,2.9840058170776707,4.986034728441389,2.0830616830798787,Iris-virginica
5.564285596712631,4.148277067829326,1.4724948220038778,0.3951890678211664,Iris-setosa
4.958554366175777,3.60065091505067,1.5449847030965338,0.8574047242335019,Iris-setosa
4.655062281823585,3.3298304060197155,1.6672925081891776,0.021669839628096377,Iris-setosa
5.958624987148183,4.496508772911236,1.2082313877810444,0.5160063366217624,Iris-setosa
5.339870689307186,3.671785504879428,1.6440180981467416,0.442600547588792,Iris-setosa
5.217018732826303,3.307276301889421,1.6297134707355545,0.29617653317450887,Iris-setosa
6.035985635867358,2.2515860113623907,5.021910973309041,1.7672532048728606,Iris-versicolor
6.251137114090311,2.183910572689333,4.600033226716331,1.3299488684692056,Iris-versicolor
5.646799850407767,3.0113661552427144,4.8834422335442715,1.9505754118461287,Iris-versicolor
6.4447241356836376,2.6724860326711477,4.7568123680387036,1.3954775607550685,Iris-versicolor
5.039579327407346,3.144118173946865,1.264427743570042,-0.014456488571960857,Iris-setosa
6.538636391320224,2.8345940612311593,4.308773125923519,1.2038999969224862,Iris-versicolor
6.287760363579378,3.0008992723898045,4.669502512151884,1.935415417780195,Iris-virginica
6.735322432000431,2.710828495201615,4.386258035838891,1.3319682739477963,Iris-versicolor
5.205045086760887,3.7725718492983993,2.195613061245682,0.6085797953000367,Iris-setosa
6.287961500302187,2.7915938160822766,5.033563174061084,1.9544085811906151,Iris-virginica
6.099650664682152,3.1534487726715437,5.85932705669661,1.5845277275757752,Iris-virginica
5.153220747819543,3.757927685358117,1.7606666780709208,0.8633580868423643,Iris-setosa
4.525076673346308,3.3260344472328587,1.3410876470384812,0.2111198610944739,Iris-setosa
6.21467723855478,3.4359397447965754,5.3923993494321145,2.1030925470889144,Iris-virginica
5.6292032429274395,2.748878695226547,3.793759911279889,0.9930809340109119,Iris-versicolor
4.743857895590969,2.8790380129098976,1.8267817514570888,0.3119019121018079,Iris-setosa
6.004367235249813,4.149942244132441,1.460130440694791,0.4332703159759629,Iris-setosa
5.413468588959738,3.078201989696472,4.865660566204252,1.8615908597387396,Iris-virginica
5.953846891012433,2.6645231013650377,5.553150950400635,1.2285709917328995,Iris-virginica
6.318702930413734,2.801583963333917,4.982357733275413,1.7485487983744445,Iris-virginica
5.365179139900032,2.5205432684333493,,1.386713427497264,Iris-versicolor
6.348158946184801,3.3154812467595915,5.004138069524224,2.1047957356112588,Iris-virginica
5.347256025134855,4.1096883415507355,1.3170497709899516,0.3211628502913364,Iris-setosa
6.150116769929361,3.0400020500766303,5.551000176978298,2.377932232157912,Iris-virginica
5.208314839745963,3.667156513638095,1.4143393592775824,0.15731923677445075,Iris-setosa
5.609231980425124,4.120759689545449,1.4908249953631225,0.4589437908617331,Iris-setosa
4.409879096931174,3.3024363403781947,0.7946286746204373,-0.06336678228879866,Iris-setosa
5.614785642287163,2.367547861681308,4.13046192555984,1.390276492229659,Iris-versicolor
5.417793178701165,2.9433347646938364,4.186637610782369,1.1224619953613604,Iris-versicolor
7.315234161157326,2.889775063447637,6.126006947182537,2.10217691572515,Iris-virginica
5.082919201968975,2.577052736945299,3.2177773811631214,0.7293246590847755,Iris-versicolor
6.4967532684885585,2.442675893419546,4.937968396345405,1.294626767637414,Iris-versicolor
6.031430644871071,3.003500277049989,5.0949683277745486,2.609380657505718,Iris-virginica
4.809704662439047,2.7382655087327787,4.242527006758856,1.7062992060617184,Iris-virginica
6.161374684705923,2.6117205090144524,5.885460754727011,1.5801458852784263,Iris-virginica
7.234134376634331,2.9256050230427184,6.009453377404888,1.9670421583506785,Iris-virginica
6.874179503196271,3.2309612571163844,4.907430564356888,2.4739292222334788,Iris-virginica
4.837489833259687,1.7553218064379974,3.455214844238223,1.0801660385110639,Iris-versicolor
6.400621360887702,3.492432247605084,5.936468769149973,2.362351774593789,Iris-virginica
6.444468486367662,3.4271357189204945,5.702917334274973,2.394076947081383,Iris-virginica
4.961799873369794,3.5427537941178726,1.1899928962412054,0.13346850020889764,Iris-setosa
5.034511813584514,3.260355792438199,1.5115274082683063,0.5959118720637173,Iris-setosa
4.4321447195115935,3.6072650186630524,1.0402354375201255,0.3704848653930054,Iris-setosa
6.267066277209755,2.0579702811392884,4.830277277605672,1.3926130494019904,Iris-virginica
7.470711091055291,2.906133607814884,5.748307388011833,1.9256523868460562,Iris-virginica
5.480333270157834,2.887841817538801,4.165127937443824,1.426240181081535,Iris-versicolor
5.6836193053824555,3.925331044311238,1.6668063197718221,0.0437759472872844,Iris-setosa
6.3714668832170895,2.4214108070053704,4.273314115636448,1.5452767305033452,Iris-versicolor
7.839974553513247,2.792966748362286,6.053781788219725,2.3990565380750835,Iris-virginica
5.812809725544742,2.977160383483311,4.752450015721901,1.2750766665183413,Iris-versicolor
5.651714188772856,3.9989468159613004,1.9669755552577295,0.695019656276139,Iris-setosa
6.261744995539807,3.1569473465784483,4.649806442917432,1.6850857241025872,Iris-versicolor
6.485393317626113,2.658490461042308,5.613487060235231,1.7530125821400562,Iris-virginica
4.886972871348303,3.2432769659454785,1.2057208529015369,-0.07612016210778094,Iris-setosa
6.378000883666161,3.0291261215726633,5.54473436634601,2.590241012056759,Iris-virginica
6.166563637010386,2.263137411185193,4.703313197179313,1.4081925064537446,Iris-versicolor
6.232025187517633,3.032020821461521,4.805476739114103,2.0975804912582667,Iris-virginica
5.206043637579482,3.5817698052168603,1.6119030432909927,0.40352295160368823,Iris-setosa
7.422370863160566,2.7763089937502716,5.763282601218006,1.3401458667282276,Iris-virginica
6.51556087741977,2.6697582977899676,5.0560026438999435,1.660586072876903,Iris-virginica
5.446576535622911,4.398895890992573,1.3448660913979626,-0.09735644048363992,Iris-setosa
7.963490806529007,2.720266591320419,7.1547378308448675,2.4102470108143557,Iris-virginica
5.637688599362043,3.623832916304272,1.5492086042193371,0.27252013770367395,Iris-setosa
7.365248065829015,3.257651210732864,6.143426067194219,1.8625514156747607,Iris-virginica
5.262700870377681,2.443443957849264,4.192620249028672,1.3591845643492735,Iris-versicolor
4.924546233833253,3.080071993993946,1.5281108413587672,0.28802422173743336,Iris-setosa
6.097594860651849,2.3663804838788014,4.230989347432342,1.2281429881445936,Iris-versicolor
4.938715729295632,3.361116954236909,1.3085543809854105,0.2547598862926914,Iris-setosa
4.919108982725249,3.55148702965126,1.755839646799627,0.31890166562366695,Iris-setosa
5.375172004743455,2.1384796414040252,4.051477130831049,1.3776604097217582,Iris-versicolor
5.855208969595477,3.806950064444352,1.8883284561581477,0.43361366341328383,Iris-setosa
6.323898366165359,3.0207763122608027,4.964682661899831,1.819760278504817,Iris-virginica
5.273001430993092,3.4227648371041273,1.7664525371873139,0.31101775560509554,Iris-setosa
5.661717969681817,2.8356261249095915,4.006462547881587,1.5949196538837955,Iris-versicolor
5.272851822119374,2.4361783973077387,2.731831838515882,1.0968982191392584,Iris-versicolor
5.091899265567354,3.951818101579307,1.7956372202068207,0.5496420617765271,Iris-setosa
6.249442050605222,3.2540234586170915,5.384285138961718,1.8801861031164937,Iris-virginica
6.548157724060537,2.847531300415166,5.778959660593221,2.0572445568571056,Iris-virginica
5.327846188307182,3.8662617218726023,1.4196920236739115,0.3353770878010253,Iris-setosa
6.477606869481641,3.1413460177744406,5.844114623366888,2.5551908713652516,Iris-virginica
5.773990411807318,2.306705303210659,4.986797197954012,1.7122016484356155,Iris-virginica
5.640289537397199,2.3407975543293524,3.5219168492995885,1.0496967915870252,Iris-versicolor
6.3400324477427485,2.807729437176352,4.692759243567928,1.6535888407859702,Iris-versicolor
5.758759981374011,2.6704409146715995,3.543714504632117,0.9544664806376699,Iris-versicolor
4.532388673140633,2.4381541583070305,1.2596327709068253,0.425220042744506,Iris-setosa
6.259706486288854,3.123693091948258,4.5655436071104205,1.705698119666022,Iris-versicolor
4.440451699341142,2.8302059356253935,1.365308619833971,0.0392446286687517,Iris-setosa
4.729698152222262,1.879181759996841,3.6280478017841418,0.742282243674596,Iris-versicolor
4.999475936778828,3.162160082194643,1.443582819843067,0.5025840056883593,Iris-setosa
6.934935448124531,3.0476094601689745,4.8085654925198345,1.6926184111845755,Iris-versicolor
6.730809669967989,3.052573946399904,5.424800959503114,2.050176733411508,Iris-virginica
4.768309880047191,3.3875078700283,1.144120505694896,0.11225881920775085,Iris-setosa
4.552596525698355,2.50958619447901,1.2678893916289902,0.054564104505076205,Iris-setosa
6.031627087249025,2.26308950016526,4.276317276901578,0.8295061116750735,Iris-versicolor
6.358845646212556,2.964630379553032,5.595538153028338,1.7617776214798913,Iris-virginica
7.177258823357054,3.3202975900663927,5.936898118122939,1.6941284416498588,Iris-virginica
6.382550662605169,3.413008976765116,4.900175270912676,1.9205760044569453,Iris-virginica
6.593117106740432,3.1303449536408694,4.934782543438742,1.8540847734493326,Iris-virginica
6.318058187665613,3.335715785564798,6.076911916579887,2.370243577630851,Iris-virginica
5.11518843633172,2.7803672849413528,3.0312719798572845,0.9991276082883235,Iris-versicolor
4.504750622901923,2.951294543243278,1.7547533943963538,0.09743401824268896,Iris-setosa
6.1975478385402445,2.714088541672215,5.511174506102548,2.179246882120844,Iris-virginica
7.461701533621221,3.002546159515343,6.796660678814293,2.1766891513301125,Iris-virginica
5.846203133937511,2.940941506986142,4.275444061684558,1.0555803250948694,Iris-versicolor
6.417441458709355,3.4138639212717417,5.91320843152604,2.0105626196446083,Iris-virginica
5.301903717351409,2.583178709869228,3.8490267383719927,0.979430677089788,Iris-versicolor
5.606327182852379,3.1999118426326385,3.75185812992101,1.4790325112353704,Iris-versicolor
4.714422845153265,3.0214830065174394,1.474205802183771,0.12019449348680014,Iris-setosa
5.044021616701082,2.0216417575098338,3.694365707506856,1.2687488249781496,Iris-versicolor
6.438844985180902,2.666438928491884,4.838831389938093,2.0694992708350792,Iris-virginica
5.77907288090907,3.0638487211546233,5.175829520960521,1.701731907956438,Iris-virginica
5.7377485341326695,4.214919827655972,1.5353333523557753,0.6570860158394445,Iris-setosa
5.75698437146623,2.991716804261718,4.006210007614419,1.3149596378717172,Iris-versicolor
6.011970776422966,2.5270311390756652,5.744962795689886,1.6431897036505774,Iris-virginica
5.211675909570285,3.730026230476127,1.5808895484150305,0.5776746030196951,Iris-setosa
5.757150680265112,2.5437861330382887,3.255684476189644,1.286825678918791,Iris-versicolor
7.08023718262163,3.308059948654971,5.409978164430463,2.1880759716445684,Iris-virginica
5.63438071995907,2.80469674180581,5.327235330170374,1.826468680952321,Iris-virginica
5.6857669933381185,3.1180720140134497,3.3471984395646457,1.469639794991424,Iris-versicolor
7.036849948642884,3.2851941931805606,5.410410142954869,2.372942117424495,Iris-virginica
4.866226924747921,3.390859634300515,1.3639405772501303,0.03445249028551586,Iris-setosa
4.620887355623052,2.470345136229813,1.1898047807179002,0.10844570571477316,Iris-setosa
6.620327425530062,2.9052667870999658,4.6701798394087675,1.510245157762592,Iris-versicolor
4.95105251868876,2.409185997986687,3.7432627364713826,1.6624388349733277,Iris-versicolor
6.428763395823002,2.980195145779037,5.277528688975738,1.8713841098467268,Iris-virginica
5.135004354749842,3.4589896553720907,1.4200462539275152,-0.038168759159118826,Iris-setosa
5.510839815037899,2.516649703510971,3.9902065310016215,1.017588131280776,Iris-versicolor
6.531480736289732,3.0597279737769334,4.862667427744818,1.4332889235635582,Iris-versicolor
4.765528226296396,2.172783015896435,3.7259049238298654,1.1219675048807867,Iris-versicolor
6.081079151627337,2.676345719704219,4.326162061987763,1.5813327822330434,Iris-versicolor
4.23397719676524,2.7706047466558976,1.3811469490173476,-0.0005062417498702954,Iris-setosa
6.253957459139972,2.6811979160127177,4.95590878277696,0.9349170062495951,Iris-versicolor
5.928420688688085,2.679107937309096,5.801538463313499,1.4357618866131587,Iris-virginica
5.599687270139733,2.480504722445586,3.5945890915380394,0.9133656757415161,Iris-versicolor
6.92510339994753,2.777472015430924,5.2120064902653604,1.9812878090661503,Iris-versicolor
6.148989862662974,3.1302252460566344,4.971985238454213,1.4038459144197457,Iris-versicolor
4.847628478565259,3.4439586185888538,1.8775518053619624,0.32630573295772763,Iris-setosa
7.6676627883152735,3.715842009810796,6.6143743745852515,2.265889411499558,Iris-virginica
7.364595622777668,3.0589967421386515,5.840761624839415,2.0377657289593647,Iris-virginica
5.500541371182756,2.1820323607861867,3.95671834387513,0.7297492024369034,Iris-versicolor
5.308788547466533,3.6589008944912127,1.2686170539452633,0.1545208367578617,Iris-setosa
4.801247234030389,2.4934793886312487,2.9311008900561935,1.2859115577800524,Iris-versicolor
4.6345063799546224,3.676751420227306,1.0090749662735636,0.4137268843840568,Iris-setosa
5.200229091353268,3.4496232381795764,1.850324057965601,0.8178318127307203,Iris-setosa
6.7422908707669915,3.26927231180617,5.605688505379745,2.1416499698829945,Iris-virginica
5.378710612240233,2.861164057283803,4.313059689843529,1.1881082437062895,Iris-versicolor
7.1856412340986715,2.5718628348835484,6.033203995553205,2.046516999241384,Iris-virginica
6.52719547003908,3.290684846698646,5.388695620156142,2.1264577511711757,Iris-virginica
5.190330594516472,3.355043297065732,1.2858712843009579,-0.02413720302344921,Iris-setosa
5.113249737982313,2.9420220423972596,1.3716458453289309,0.2020641474224311,Iris-setosa
5.679104680834546,4.063883436848998,1.007511122257094,0.020618140612748637,Iris-setosa
6.195614906373212,3.499935960428354,5.311908780258218,2.5744340071351814,Iris-virginica
4.725243503189015,2.5131935296166312,3.1107757760719545,1.2605873127413965,Iris-versicolor
5.913797337766839,2.7597979316578938,4.220440369372705,1.25069918287682,Iris-versicolor
6.857470962313044,3.1040165677998517,5.620756149334211,1.9480625443778203,Iris-virginica
6.899656875247233,2.583737583152135,6.0901507398576324,1.9021544618235304,Iris-virginica
5.702729370368416,3.389251300512544,4.836497761847192,1.8391501678069144,Iris-versicolor
7.712234642319349,2.482157302380285,6.976572583013344,2.5927903006510507,Iris-virginica
5.741252085940758,2.638385890119118,4.656236774132886,1.8282619016155863,Iris-virginica
6.4567495930607395,3.5056738315323113,5.503073515753595,1.908006940191069,Iris-virginica
6.675344667398524,3.2419983594643353,4.671055519892151,1.3515402026960028,Iris-versicolor
5.54318704303472,2.8750881691767938,4.36732429880505,1.4236777965023648,Iris-versicolor
4.786223074900915,3.2130971341256918,1.1950074011017062,0.004132623369220989,Iris-setosa
5.020181784138306,3.5263803907089017,1.763081429588107,0.6364440643387863,Iris-setosa
4.952430733244869,2.947679610760734,1.5869930834699373,0.12980648481543175,Iris-setosa
7.207726491938313,3.1620541944311604,5.806693473005421,1.4901699684787122,Iris-virginica
5.480220298327245,3.154479308690102,1.3055775452458547,0.17476068379843718,Iris-setosa
4.855884758224913,3.081071891586008,1.7812245103021491,0.3095731927523396,Iris-setosa
7.448319083343201,2.851478862433826,6.309246136712794,2.164596610593434,Iris-virginica
6.045980351901326,3.0535075544247547,4.243487402216576,1.3594169382482306,Iris-versicolor
4.684072747243587,3.0173095381682566,1.532013598212847,0.23387662000090098,Iris-setosa
5.126301989629045,3.5102337829580246,1.3404326988624173,-0.010499674624756233,Iris-setosa
6.288863102450565,3.163995715429495,4.220644776256816,1.5824423262969562,Iris-versicolor
6.772182128945728,2.9631598428587598,5.6743586221686035,2.4036612800521087,Iris-virginica
5.352501834908878,3.9555024483305328,1.7410023494288809,0.15459082031358015,Iris-setosa
4.618387051750498,3.211510537077974,1.3028455893961604,0.02675147364510433,Iris-setosa
6.54911090716573,3.0619920785218984,5.623415033060052,1.6157693126842099,Iris-virginica
5.956038373186999,3.0923262029372407,4.8160786381819145,2.074101016520656,Iris-virginica
7.2781110446421815,3.01620164006256,5.827969759391451,1.546019480415426,Iris-virginica
5.509507953256111,2.646212334181076,4.816611395318883,1.7160958858260453,Iris-virginica
6.666778935462554,3.2707373545629492,4.275916056593612,1.552575808082778,Iris-versicolor
7.576682658801732,2.9068153294957857,5.955745141719962,1.6428647660802473,Iris-virginica
4.869532117901526,3.689389149019427,1.3185779402064142,0.18360738687766615,Iris-setosa
5.677964649538078,2.488481341774906,3.6997261347558026,1.1406577341081015,Iris-versicolor
4.080408390119519,3.046351506274202,0.8944431555837274,0.11184561609839896,Iris-setosa
4.23566107498159,2.662448642118926,1.442931506393627,0.3987580990949745,Iris-setosa
5.155188788949807,3.923526432826817,1.5901337336413757,0.1364266104645287,Iris-setosa
4.987840309926543,3.5541777490707798,1.3342420763256835,0.1683658399035302,Iris-setosa
5.910037720200325,2.902966634466127,5.154036202361716,2.6163489821834074,Iris-virginica
6.482351212637435,2.5176765325904933,4.579871255307976,1.4583945480069849,Iris-versicolor
6.07615204072078,2.5207096388833916,4.621361582834171,1.4299440182616199,Iris-versicolor
6.706200144952367,2.7944225122091875,5.367178841073089,2.0293459809697554,Iris-virginica
5.740274220649552,2.8678248539084605,3.5331161698571214,1.1841513390290583,Iris-versicolor
5.175746629517898,3.286869318216885,1.5101965703995455,0.4790140897012704,Iris-setosa
5.979533431261352,2.6008815401906897,4.404956333940492,1.6345134889202801,Iris-versicolor
4.284109296610056,3.0103753850750383,1.1706281053728085,0.004802855338844836,Iris-setosa
5.92979401067456,2.4130929710304287,4.748621830150598,2.011053665465356,Iris-virginica
6.753783317661125,2.825288543408048,5.105014930574858,2.407209543523577,Iris-virginica
5.33265702895829,2.8802118938803303,4.582767773337172,1.3274829399308765,Iris-versicolor
4.81941727022709,3.831359365408959,1.1310154118020779,0.1659558836219634,Iris-setosa
8.088816815098395,4.072993948870228,6.428288131856252,2.1713703117453975,Iris-virginica
6.750704361468766,3.146789602689682,5.389221685369814,2.4696743228272244,Iris-virginica
7.626042354637428,3.1278019939313664,6.3837920269631585,2.506918027658145,Iris-virginica
6.515234790680776,3.0240809890639455,5.676850558569287,1.753306980321526,Iris-virginica
6.862488000783513,3.0241711407512426,5.680081151673713,2.2758016475160234,Iris-virginica
4.393256803568273,3.3131493028888217,1.5303996738596064,-0.0331434148462835,Iris-setosa
6.7074957719462915,3.294842413771694,5.275657370449167,2.2656564514692854,Iris-virginica
4.489367678928529,3.3733335764669974,1.6524873247351721,-0.09769369464346878,Iris-setosa
6.543190104214347,2.9149247630613804,5.760037087180799,1.824005964221121,Iris-virginica
5.194639221016014,3.5940997571777324,1.3167389338545552,0.042437409328705905,Iris-setosa
4.494445070173224,3.8574249714383813,1.1261851016690576,0.030936275530759172,Iris-setosa
6.801691482790872,2.281200148048116,5.918570532814371,1.591936440843318,Iris-virginica
4.477816477291088,3.7678377313477727,1.124933320386737,-0.013326785587082945,Iris-setosa
4.204387310860014,3.087347572408897,1.3777355181869877,-0.1240230666743411,Iris-setosa
7.231392375451569,2.966767347566786,5.97364341940222,1.4066145571629505,Iris-virginica
5.207054751911444,4.085533029275456,1.5707493143973028,0.3942790275891724,Iris-setosa
6.1844740696649385,2.855986706935061,3.977511568721284,1.542808632978346,Iris-versicolor
6.082424272889132,2.152276617878793,4.498123588746855,1.755703866893965,Iris-versicolor
4.8674853162316625,2.695768241680358,3.5660620466234,0.7238266139919081,Iris-versicolor
6.415506281113733,2.5463011620353226,5.67871401133692,1.7590288918382537,Iris-virginica
7.187435670751061,2.863747523868133,6.39013365387971,1.8638383538140757,Iris-virginica
6.682991601932791,3.283845094608178,5.38459259064506,2.0081550052036574,Iris-virginica
4.427466055512184,3.3278780433663413,1.2682546403918442,0.48782900661030715,Iris-setosa
6.439875332257651,2.903636118176374,5.381984339426512,2.006780715825428,Iris-virginica
5.729441847611088,2.4378385869381414,3.732669525020031,1.5320663389304803,Iris-versicolor
5.332622281838427,2.364664594600585,4.190296190720238,1.4173462466912587,Iris-versicolor
5.608163203552057,3.736513198835261,1.8355862663500804,0.6377185808422194,Iris-setosa
5.736654049587359,2.840977216242902,4.495343463096442,1.4309907458216453,Iris-versicolor
4.529564159400396,3.584716496596208,1.513637903677247,0.16072437972119905,Iris-setosa
6.162535983833924,2.0546555815663305,4.7268544307459,1.574547283072276,Iris-virginica
5.440598062651187,3.632986381331646,1.4439261834825161,0.1395595382972389,Iris-setosa
5.079885083152841,3.918275530981962,1.2682654538164075,0.18105052298164398,Iris-setosa
5.2738943391512585,2.320096903829012,3.067054279411624,0.9605977317497353,Iris-versicolor
4.540708726184984,2.81038145757766,0.8886762719358938,-0.12837696803170853,Iris-setosa
4.290257960024555,3.113493949306805,1.4161179089793339,0.17602484136329477,Iris-setosa
6.40679936759574,2.7853405679486434,4.600652441827082,1.451558660874998,Iris-versicolor
6.110029951674439,2.8896200237179235,5.38800085776293,1.353424012840099,Iris-versicolor
5.643876308748068,3.0898304427134464,4.43857234222817,1.212764868127533,Iris-versicolor
7.552715030705327,2.6061597707667774,6.873090985157947,2.1412289609863193,Iris-virginica
4.35575910270671,3.0475396079962116,1.4183471815245214,-0.09682785052208026,Iris-setosa
4.6336028474173485,3.340585998062613,2.0226719161728486,0.36063299702879476,Iris-setosa
4.238959523618515,3.002917071533144,1.1984195617086506,0.06188893812759791,Iris-setosa
5.826731276463124,2.6382969566945573,4.542056247482153,1.1677173543400154,Iris-versicolor
5.159384690749612,3.803984581125961,1.5601766952582727,0.037233283394904254,Iris-setosa
7.4399588343565695,3.564320348788014,6.987693910402937,2.0903784660412548,Iris-virginica
6.467590245269861,2.2312106456594987,4.2991218698035425,1.569242061010686,Iris-versicolor
5.126218856708061,2.22736283184714,4.6323137377667765,1.8083068326026428,Iris-virginica
4.219491266834606,2.0212798357044037,1.5071392279398874,0.23314072381760176,Iris-setosa
4.768401897909977,2.8915807821907373,1.3636431837063208,0.1769427927381196,Iris-setosa
6.16085555546139,2.654966468000021,4.7035635684212975,1.732506077699686,Iris-virginica
5.614197162400222,2.9647750808516076,4.700798734931286,1.7472514670823844,Iris-versicolor
7.140629090128476,3.2237428390101455,5.386017383585181,1.8871819230201528,Iris-virginica
6.403548814134574,2.402099564429565,4.467545179512308,1.140658905110732,Iris-versicolor
7.003926970840486,2.9632618745487838,6.500641169248105,1.5457872619652742,Iris-virginica
5.8965899291111885,3.0989798698863273,4.278325396870409,1.1847739036823752,Iris-versicolor
5.30275432726039,3.6422264007451948,1.594438561211081,0.16346042868619665,Iris-setosa
5.11851801440052,3.4886452041140874,1.797414495678759,0.15597622600147737,Iris-setosa
5.013125483224758,3.1148601259760773,1.6264192742788262,0.43324905975577754,Iris-setosa
4.907349669965379,2.8651509288924877,3.642766458225644,1.233376597774498,Iris-versicolor
5.631958602775123,3.1856350521152694,1.7502175210087667,0.40654345795813984,Iris-setosa
5.954707707482443,3.0123435682732143,4.421323762992966,1.1157728591209624,Iris-versicolor
4.852015774901638,3.498870477434998,1.453374530614089,0.541483302809987,Iris-setosa
4.341043209348735,2.7086664064156043,1.5107173971601235,0.12808668433846415,Iris-setosa
7.219127472770773,3.0413695650871957,5.837388762696801,1.8491231325888433,Iris-virginica
6.581015672747474,3.014143276556671,6.157128980179146,2.036030537211558,Iris-virginica
6.360138667684432,2.797792305124445,4.827864055832668,1.2182041425815884,Iris-versicolor
4.935278224314325,3.9256462219148798,1.4663671365455775,0.11477209450439388,Iris-setosa
5.858965607625797,2.4846016428531152,3.8613867046761157,1.1918464011935872,Iris-versicolor
6.652975631699075,3.1271664584264913,5.207916435215306,2.5027580009448815,Iris-virginica
5.304672190554388,3.9920322197152602,1.5062462576753208,0.022437428122114578,Iris-setosa
5.679157681025737,2.823674744007211,4.388779294586248,1.2752682230892418,Iris-versicolor
6.936263461971897,3.366518419359209,4.186076420733212,1.685831332305566,Iris-versicolor
6.095675607700887,3.211421007083801,4.8623193162328615,1.8667249009734614,Iris-virginica
4.844549803756442,3.4080577391436493,1.7980031209637144,0.23734748996444482,Iris-setosa
6.3281086593388665,3.4382601642367168,5.235720418495573,1.7446423960062267,Iris-virginica
6.373367212908326,2.2962644448675054,5.169458453290751,1.6990828230287218,Iris-virginica
6.001062191707418,2.728637329452564,4.246290232528131,1.4828985638414998,Iris-versicolor
6.104836343902945,2.835124415921966,4.189689403815557,1.0837108939592932,Iris-versicolor
6.256613036969957,3.2379603667391574,5.799114163218877,1.6641529056498907,Iris-virginica
6.00138160156131,2.7048108316135853,4.419997514205051,1.219698713923205,Iris-versicolor
5.282286293765864,2.964731015081708,1.0759135274942804,-0.003247129692005357,Iris-setosa
4.720657973778977,2.2294837899173396,3.455640619893509,1.0738855836906671,Iris-versicolor
5.691101519891168,2.247805537520903,5.193180387976814,2.026850150137977,Iris-virginica
6.123734560847273,3.0627932016857464,5.428677634976479,2.30324541735332,Iris-virginica
5.118814587472078,4.061480867116484,1.1056750926998857,0.6860144091184259,Iris-setosa
7.046112335872483,2.9281004217224624,5.046981801995121,1.6288348000240431,Iris-versicolor
4.545785250582071,2.709179953838329,1.5507438568196286,-0.009019635172119289,Iris-setosa
6.519246586145476,2.8257517276442323,4.622525290615805,1.4073932585099005,Iris-versicolor
4.492829574950598,3.0557322378247087,1.3437267401116535,0.3078142336963676,Iris-setosa
5.295713437318922,3.701458272565382,1.4621271689066295,0.3914397088144738,Iris-setosa
5.551053169825153,3.735411296811765,1.6440522564148468,0.24930003138945295,Iris-setosa
6.922330431679019,2.976057294764541,5.0099911064110945,1.787792648963382,Iris-versicolor
5.690437953741445,2.1878629816116186,3.9373941266120718,0.8583131331996536,Iris-versicolor
4.66650430518429,2.981533040150445,1.276282302568454,0.442563347965053,Iris-setosa
6.197221732507207,2.8952119501767877,5.6045414268816875,2.4235518285331055,Iris-virginica
5.937348948838199,2.44060039756136,5.301139118216386,1.4977786325049611,Iris-virginica
6.291133352860594,2.47619819166098,5.332312561978326,1.4667530734222674,Iris-versicolor
6.9715088688847064,3.065814322956899,4.659840396252506,1.2027301828647912,Iris-versicolor
5.270627436189723,3.4266701318290895,1.466745875821998,0.4912679916361018,Iris-setosa
5.670900402834804,4.100000727933701,1.3691432616605743,0.24388515001973493,Iris-setosa
6.64815165619952,3.2508848721552863,5.696003343183443,2.1536476431899296,Iris-virginica
6.173256704153422,3.0449144290222554,4.857682451734829,1.3256908930715847,Iris-versicolor
6.728953058281633,3.3591642738738794,5.364560991083486,2.0663221404127574,Iris-virginica
6.747945322340522,3.0559550808687113,4.781756078304934,1.2614283916650462,Iris-versicolor
5.642015597718497,3.1925624809688062,4.362135932314578,1.0592596116320538,Iris-versicolor
7.67404425318205,2.733360734352214,7.188919789727105,2.1396416621832395,Iris-virginica
5.849323384401574,3.262774203603346,4.619482169789366,1.3974057248340197,Iris-versicolor
5.066031295165153,3.5055484685567517,1.5841631648320798,0.6632417677458848,Iris-setosa
6.338940778982426,2.8980705344433444,5.204197601628788,2.0920136471588076,Iris-virginica
5.3050344609819575,3.5444652005248116,1.4244695306066646,0.2848461321667403,Iris-setosa
6.236815556995428,3.3032242961105722,5.784631955023013,2.2895838495852137,Iris-virginica
5.532451154413461,4.183448117428013,1.533475615622156,0.3711699948700559,Iris-setosa
5.305175302794105,3.3651059103626073,1.2986087254959777,0.18224052786465028,Iris-setosa
5.6556499019713,2.7864501169515337,3.839808746601868,1.1214635803695734,Iris-versicolor
5.889403770606183,2.841516324455211,3.4121053699154724,0.744991749509912,Iris-versicolor
